provider_id,workload_hours,stress_level,absenteeism_days,satisfaction_score,burnout_risk
P050121,54,9,1,1,73
P050122,58,9,5,1,70
P050123,52,8,1,10,41
P050124,46,9,5,10,24
P050125,60,6,3,1,61
P050126,50,10,2,10,35
P050127,57,7,3,1,64
P050128,46,7,4,1,55
P050129,50,8,1,1,58
P050130,33,10,2,10,34
P050131,49,8,1,10,32
P050132,49,6,2,10,24
P050133,60,7,0,10,38
P050134,52,10,3,10,43
P050135,48,7,3,1,57
P050136,45,8,3,1,64
P050137,35,6,1,10,15
P050138,53,6,5,10,31
P050139,47,7,1,10,27
P050140,42,7,1,10,20
P050141,53,10,2,10,43
P050142,60,7,3,10,39
P050143,49,10,2,1,61
P050144,57,6,7,10,52
P050145,51,6,1,1,50
P050146,60,9,4,1,71
P050147,60,10,1,10,58
P050148,50,8,3,10,36
P050149,50,9,2,1,56
P050150,50,10,1,1,58
P050151,57,8,2,1,53
P050152,39,9,3,10,34
P050153,51,6,5,10,31
P050154,53,9,4,10,41
P050155,50,9,3,10,39
P050156,33,9,5,1,52
P050157,53,6,2,10,25
P050158,49,10,3,10,43
P050159,42,8,2,10,35
P050160,49,10,1,10,38
P050161,59,9,5,10,47
P050162,53,7,0,10,34
P050163,45,9,2,10,42
P050164,36,6,3,10,23
P050165,49,6,1,10,32
P050166,50,7,4,10,37
P050167,58,10,3,10,41
P050168,52,6,0,10,27
P050169,50,7,2,10,24
P050170,35,9,2,10,24
P050171,52,8,1,10,39
P050172,44,6,2,1,42
P050173,49,9,4,10,43
P050174,44,9,5,10,32
P050175,53,9,2,10,37
P050176,46,6,3,1,50
P050177,38,10,1,1,65
P050178,50,7,6,10,28
P050179,52,10,1,10,43
P050180,52,7,4,10,34
P050181,56,6,0,1,45
P050182,45,9,1,10,31
P050183,47,9,2,10,41
P050184,48,8,1,1,56
P050185,53,10,6,1,72
P050186,52,10,2,1,69
P050187,39,9,4,10,25
P050188,53,6,4,1,44
P050189,53,8,3,10,37
P050190,54,7,3,10,32
P050191,44,6,5,1,46
P050192,50,9,1,1,56
P050193,34,9,5,10,30
P050194,44,9,3,10,31
P050195,57,6,3,1,61
P050196,60,8,3,1,65
P050197,48,10,4,10,42
P050198,55,8,1,1,56
P050199,47,7,3,10,35
P050200,46,10,0,1,60
P050201,56,7,2,1,61
P050202,45,9,2,10,29
P050203,57,7,2,10,39
P050204,50,10,1,1,59
P050205,53,7,2,10,35
P050206,56,9,1,1,57
P050207,34,9,4,10,24
P050208,45,8,1,1,54
P050209,50,9,3,10,42
P050210,44,7,1,10,21
P050211,47,9,4,10,45
P050212,53,10,1,1,70
P050213,52,6,3,1,56
P050214,43,8,6,10,35
P050215,59,8,3,10,46
P050216,47,6,1,1,51
P050217,47,8,1,10,32
P050218,47,6,1,1,44
P050219,60,6,6,10,50
P050220,52,9,1,10,27
P050221,54,7,1,10,30
P050222,45,9,3,10,30
P050223,39,6,1,10,20
P050224,50,9,6,1,68
P050225,45,9,5,10,36
P050226,60,10,5,1,77
P050227,45,9,4,10,32
P050228,58,8,0,10,33
P050229,41,10,2,1,56
P050230,60,6,1,10,23
P050231,60,9,4,10,43
P050232,44,7,2,10,24
P050233,60,6,3,10,35
P050234,48,6,0,10,21
P050235,60,7,4,1,64
P050236,33,7,5,1,40
P050237,48,10,2,10,45
P050238,60,7,2,10,41
P050239,60,10,1,1,69
P050240,48,9,0,1,61
P050241,51,7,3,1,60
P050242,55,8,2,1,65
P050243,53,9,3,10,43
P050244,41,10,1,1,59
P050245,50,6,5,1,60
P050246,60,7,2,1,56
P050247,46,6,2,10,20
P050248,46,9,2,10,31
P050249,60,7,2,10,45
P050250,49,8,3,10,37
P050251,49,10,1,1,57
P050252,39,6,2,10,18
P050253,44,8,2,10,30
P050254,41,8,4,10,28
P050255,51,6,1,1,51
P050256,56,8,1,10,43
P050257,43,6,1,10,22
P050258,50,7,2,10,22
P050259,60,7,1,10,40
P050260,32,10,0,1,42
P050261,54,8,1,10,38
P050262,40,10,2,10,25
P050263,51,10,1,1,64
P050264,38,6,4,1,48
P050265,59,7,4,1,63
P050266,46,10,3,10,42
P050267,41,10,2,1,56
P050268,47,7,5,1,57
P050269,39,9,1,10,35
P050270,47,8,0,10,31
P050271,56,9,1,10,39
P050272,50,8,0,1,53
P050273,48,7,3,1,57
P050274,60,10,1,10,42
P050275,46,10,1,10,40
P050276,36,10,4,1,59
P050277,47,7,1,10,33
P050278,38,10,3,1,53
P050279,43,6,0,10,17
P050280,60,10,4,10,36
P050281,47,7,2,1,52
P050282,52,10,2,10,43
P050283,48,6,2,1,44
P050284,47,10,2,1,67
P050285,59,6,2,1,61
P050286,55,10,5,10,58
P050287,51,7,3,10,27
P050288,49,6,4,10,36
P050289,49,6,4,1,45
P050290,41,7,3,10,23
P050291,56,8,3,10,34
P050292,56,9,0,10,34
P050293,51,8,2,1,50
P050294,41,6,2,10,22
P050295,50,9,2,1,56
P050296,49,10,0,10,37
P050297,54,8,4,1,67
P050298,50,6,3,10,29
P050299,60,10,2,1,74
P050300,52,8,3,10,35
P050301,59,8,3,1,71
P050302,53,7,1,1,50
P050303,60,9,3,10,50
P050304,53,10,0,10,40
P050305,56,8,1,10,41
P050306,60,10,2,1,72
P050307,39,10,4,10,27
P050308,56,8,4,1,66
P050309,36,8,2,10,28
P050310,50,6,4,1,51
P050311,52,7,1,10,28
P050312,59,7,3,10,40
P050313,40,9,0,10,28
P050314,59,7,5,1,60
P050315,45,6,3,10,26
P050316,52,6,2,10,31
P050317,51,9,2,1,61
P050318,51,10,3,10,41
P050319,38,10,4,1,54
P050320,37,9,1,10,27
P050321,60,6,3,10,32
P050322,56,9,5,10,54
P050323,60,8,3,10,44
P050324,48,6,0,1,39
P050325,37,7,3,1,45
P050326,56,7,5,10,38
P050327,58,9,2,1,70
P050328,60,10,1,10,44
P050329,58,10,2,10,50
P050330,43,7,1,10,22
P050331,46,7,7,10,40
P050332,59,10,2,1,79
P050333,57,8,2,10,35
P050334,55,8,3,10,44
P050335,49,8,2,10,33
P050336,58,7,3,10,26
P050337,50,10,4,10,38
P050338,53,7,8,10,34
P050339,48,7,4,10,29
P050340,59,6,3,1,62
P050341,51,7,6,1,61
P050342,49,9,6,10,31
P050343,60,10,7,10,58
P050344,46,10,1,10,39
P050345,50,7,2,10,36
P050346,47,6,1,10,29
P050347,51,7,0,10,25
P050348,60,10,2,10,48
P050349,56,8,4,1,59
P050350,53,6,4,10,36
P050351,54,10,5,10,51
P050352,48,9,1,10,40
P050353,49,9,0,1,54
P050354,47,6,3,1,47
P050355,57,6,3,1,60
P050356,46,7,1,10,32
P050357,53,10,2,1,64
P050358,47,7,2,10,21
P050359,43,6,0,1,45
P050360,36,9,2,10,27
P050361,55,7,3,10,33
P050362,46,6,2,10,23
P050363,35,6,3,10,22
P050364,58,8,3,10,44
P050365,34,6,0,10,22
P050366,58,6,5,1,62
P050367,53,8,1,1,55
P050368,36,9,4,10,28
P050369,60,9,0,1,63
P050370,43,8,4,10,37
P050371,57,7,3,10,41
P050372,60,6,1,10,31
P050373,52,10,2,10,43
P050374,51,6,2,10,38
P050375,33,9,2,1,40
P050376,45,10,1,1,60
P050377,55,9,1,10,37
P050378,45,10,4,1,66
P050379,48,9,3,1,55
P050380,44,10,7,10,41
P050381,47,9,7,1,59
P050382,48,8,2,10,32
P050383,59,6,4,10,31
P050384,55,6,3,1,47
P050385,45,9,2,10,35
P050386,48,10,3,10,45
P050387,60,8,1,10,46
P050388,52,6,1,1,53
P050389,49,7,0,10,22
P050390,38,8,1,10,25
P050391,60,6,0,10,36
P050392,51,7,3,10,34
P050393,48,8,4,1,59
P050394,44,8,3,10,45
P050395,38,9,0,1,48
P050396,37,8,6,1,52
P050397,46,10,1,10,37
P050398,56,6,0,1,57
P050399,47,8,2,1,48
P050400,40,6,2,1,44
P050401,43,9,2,10,34
P050402,47,6,3,10,30
P050403,57,6,2,10,30
P050404,60,6,4,10,34
P050405,51,7,3,1,54
P050406,60,7,2,10,35
P050407,47,8,0,10,25
P050408,60,9,0,10,43
P050409,54,6,5,10,28
P050410,53,8,1,10,34
P050411,41,9,2,1,56
P050412,43,7,2,10,32
P050413,46,10,2,10,36
P050414,31,10,4,10,23
P050415,60,6,1,10,34
P050416,40,9,3,1,55
P050417,58,8,2,10,37
P050418,60,7,3,1,56
P050419,56,9,4,1,70
P050420,49,9,4,10,45
P050421,51,7,3,10,38
P050422,49,7,0,10,23
P050423,58,10,2,10,39
P050424,53,7,5,1,60
P050425,33,10,3,10,37
P050426,43,6,1,10,26
P050427,36,10,1,1,47
P050428,51,8,6,1,66
P050429,50,10,4,1,67
P050430,49,8,1,10,37
P050431,48,9,2,10,34
P050432,48,6,4,1,60
P050433,56,7,2,10,33
P050434,48,8,2,1,60
P050435,59,6,1,10,36
P050436,60,9,2,10,52
P050437,36,8,1,1,53
P050438,60,6,3,10,38
P050439,40,8,4,10,26
P050440,60,10,3,1,66
P050441,46,6,2,10,8
P050442,36,9,4,10,29
P050443,44,7,5,10,34
P050444,50,7,5,10,30
P050445,49,7,3,10,42
P050446,48,8,5,10,41
P050447,47,10,2,10,43
P050448,60,9,3,1,73
P050449,43,8,2,10,30
P050450,41,7,1,10,22
P050451,36,7,0,1,38
P050452,56,6,2,1,57
P050453,43,10,3,10,43
P050454,48,6,1,1,49
P050455,46,6,3,10,29
P050456,48,7,2,10,39
P050457,60,8,2,10,45
P050458,51,7,1,10,31
P050459,35,7,0,10,20
P050460,60,10,2,1,69
P050461,55,7,3,10,31
P050462,57,7,3,10,32
P050463,58,8,2,10,36
P050464,52,7,4,10,39
P050465,56,6,2,10,37
P050466,60,8,4,10,46
P050467,59,6,6,10,41
P050468,55,7,1,1,62
P050469,50,9,4,10,44
P050470,48,9,2,1,50
P050471,35,7,1,1,51
P050472,45,6,2,10,35
P050473,30,8,5,10,18
P050474,60,10,1,10,47
P050475,52,8,1,1,55
P050476,43,7,3,1,49
P050477,38,9,2,1,57
P050478,48,9,5,1,64
P050479,60,9,2,10,45
P050480,51,7,1,10,28
P050481,34,7,4,10,32
P050482,51,10,1,1,59
P050483,51,9,5,1,72
P050484,51,6,3,10,34
P050485,48,7,2,10,35
P050486,50,8,0,10,33
P050487,49,6,3,1,52
P050488,56,8,2,10,42
P050489,60,8,6,10,52
P050490,60,10,2,10,63
P050491,60,9,3,10,47
P050492,46,8,4,1,51
P050493,51,6,2,10,32
P050494,45,9,3,10,34
P050495,55,6,2,10,35
P050496,60,7,3,1,69
P050497,32,7,2,10,23
P050498,49,7,6,1,55
P050499,50,7,5,10,33
P050500,51,8,6,1,62
P050501,41,7,3,1,56
P050502,60,7,1,1,55
P050503,57,7,3,1,56
P050504,57,10,5,10,50
P050505,40,8,3,10,30
P050506,60,10,3,10,43
P050507,55,7,1,10,37
P050508,36,9,1,10,21
P050509,56,9,1,10,44
P050510,43,10,2,10,37
P050511,56,7,3,10,44
P050512,46,8,2,10,44
P050513,51,7,2,1,52
P050514,49,9,3,1,56
P050515,35,8,3,10,34
P050516,36,6,5,10,24
P050517,60,8,5,10,56
P050518,30,10,4,10,26
P050519,56,10,4,1,74
P050520,60,6,5,1,64
P050521,41,7,2,1,45
P050522,49,6,2,10,28
P050523,36,9,1,10,24
P050524,39,6,1,1,42
P050525,53,7,2,1,55
P050526,58,6,4,1,63
P050527,55,8,7,1,68
P050528,51,10,4,10,45
P050529,60,7,3,10,43
P050530,45,9,2,1,56
P050531,60,10,1,10,43
P050532,47,6,2,10,37
P050533,40,10,3,10,34
P050534,50,6,3,10,35
P050535,44,6,1,1,44
P050536,33,6,3,1,43
P050537,47,9,2,10,30
P050538,49,7,2,10,32
P050539,43,7,4,10,34
P050540,51,7,1,1,54
P050541,53,9,2,10,34
P050542,53,10,4,1,77
P050543,49,7,4,1,62
P050544,44,7,3,10,37
P050545,50,7,5,10,37
P050546,42,8,5,10,35
P050547,49,8,4,1,55
P050548,59,7,2,10,35
P050549,42,6,2,10,19
P050550,47,9,3,1,62
P050551,57,9,4,1,74
P050552,40,6,4,10,22
P050553,34,7,3,10,15
P050554,45,8,3,10,40
P050555,60,10,2,1,72
P050556,53,8,5,10,37
P050557,58,6,3,10,39
P050558,58,9,2,10,35
P050559,57,7,2,1,62
P050560,60,9,2,1,75
P050561,49,7,2,10,31
P050562,42,10,6,1,56
P050563,42,10,4,1,59
P050564,59,7,0,1,57
P050565,53,7,3,10,39
P050566,37,6,2,10,24
P050567,50,6,4,10,30
P050568,47,7,4,10,27
P050569,52,6,3,1,51
P050570,53,10,2,10,46
P050571,55,9,1,1,73
P050572,48,9,2,1,63
P050573,42,10,1,10,47
P050574,47,10,5,10,44
P050575,60,9,1,10,51
P050576,42,6,1,1,45
P050577,57,10,8,10,57
P050578,60,7,1,10,38
P050579,50,7,1,10,25
P050580,50,10,4,10,47
P050581,49,6,3,10,24
P050582,60,10,3,10,56
P050583,37,6,2,10,18
P050584,42,10,3,1,65
P050585,50,9,0,10,36
P050586,43,6,3,1,49
P050587,48,8,1,10,24
P050588,45,8,5,1,59
P050589,52,7,0,1,63
P050590,58,10,1,10,41
P050591,43,9,2,1,62
P050592,40,6,3,10,21
P050593,56,7,5,10,45
P050594,46,10,3,1,52
P050595,49,9,2,1,61
P050596,53,9,0,10,43
P050597,47,7,4,10,25
P050598,39,8,3,10,30
P050599,43,8,1,10,28
P050600,50,10,6,10,44
P050601,52,10,0,10,48
P050602,56,7,2,10,40
P050603,51,10,4,1,72
P050604,54,6,2,1,55
P050605,41,10,2,1,62
P050606,49,7,3,10,30
P050607,53,6,4,10,29
P050608,52,9,3,1,68
P050609,51,8,8,1,66
P050610,58,10,5,10,56
P050611,48,9,3,1,64
P050612,40,9,4,10,36
P050613,56,7,2,1,48
P050614,51,6,2,1,57
P050615,45,7,4,10,36
P050616,45,8,5,10,31
P050617,43,10,1,1,56
P050618,60,6,4,10,42
P050619,45,9,6,1,61
P050620,47,6,1,10,24
P050621,53,9,1,10,40
P050622,58,6,3,10,32
P050623,41,7,1,10,21
P050624,38,9,5,1,54
P050625,38,9,4,1,62
P050626,41,6,2,10,21
P050627,52,6,1,1,54
P050628,39,10,4,10,36
P050629,41,6,2,10,25
P050630,41,8,3,10,27
P050631,41,8,0,10,26
P050632,32,7,2,10,14
P050633,60,9,1,1,69
P050634,53,7,2,1,60
P050635,53,6,1,10,32
P050636,60,6,4,10,41
P050637,44,7,2,10,34
P050638,42,9,5,10,31
P050639,49,6,1,10,29
P050640,54,9,2,10,43
P050641,54,9,3,10,39
P050642,47,9,1,1,53
P050643,60,9,1,10,39
P050644,58,9,3,1,63
P050645,47,8,1,1,54
P050646,40,10,3,10,34
P050647,42,6,4,10,33
P050648,49,8,3,10,42
P050649,58,8,0,1,69
P050650,38,8,1,10,27
P050651,35,6,1,1,38
P050652,52,7,6,1,56
P050653,47,9,3,10,38
P050654,44,10,2,1,53
P050655,60,10,4,1,76
P050656,60,6,4,10,45
P050657,39,6,3,10,27
P050658,52,6,2,1,55
P050659,55,8,2,10,39
P050660,52,8,2,1,55
P050661,57,7,3,1,64
P050662,47,8,7,1,60
P050663,54,6,4,10,26
P050664,47,7,3,10,38
P050665,47,10,0,10,36
P050666,60,10,1,10,43
P050667,53,9,1,1,57
P050668,50,10,2,1,61
P050669,46,7,2,10,33
P050670,53,9,7,1,62
P050671,43,10,4,10,37
P050672,42,9,2,1,50
P050673,52,8,3,10,37
P050674,53,7,3,10,42
P050675,45,9,3,10,29
P050676,39,10,6,1,66
P050677,38,7,1,10,10
P050678,47,10,6,1,66
P050679,59,7,1,10,41
P050680,51,10,6,10,42
P050681,60,6,1,10,34
P050682,54,9,2,10,33
P050683,51,9,0,10,35
P050684,57,6,5,10,35
P050685,50,7,4,10,30
P050686,60,7,4,1,64
P050687,46,8,5,1,59
P050688,36,8,1,1,43
P050689,58,7,4,10,34
P050690,39,7,3,1,55
P050691,48,6,4,10,36
P050692,60,7,1,10,36
P050693,49,9,3,10,29
P050694,60,7,3,10,43
P050695,45,7,2,10,28
P050696,54,8,3,1,56
P050697,40,8,4,10,26
P050698,43,6,2,10,23
P050699,44,7,0,10,34
P050700,50,8,1,1,52
P050701,46,7,1,10,25
P050702,47,6,3,1,49
P050703,50,6,2,1,50
P050704,47,8,1,10,33
P050705,36,8,2,10,31
P050706,37,9,7,1,59
P050707,55,6,3,10,38
P050708,54,6,3,10,32
P050709,43,6,3,10,34
P050710,52,9,1,1,59
P050711,41,6,6,10,25
P050712,41,10,2,10,40
P050713,57,7,4,10,40
P050714,59,10,3,10,47
P050715,60,8,1,1,56
P050716,49,7,1,10,35
P050717,57,10,0,10,46
P050718,54,8,4,10,39
P050719,47,6,1,10,24
P050720,50,9,4,10,30
P050721,60,10,1,10,49
P050722,49,8,3,10,31
P050723,44,9,3,1,57
P050724,60,8,0,1,59
P050725,45,10,4,10,42
P050726,45,9,1,10,36
P050727,33,9,1,1,46
P050728,44,8,4,10,43
P050729,50,6,4,1,53
P050730,49,7,1,10,26
P050731,49,10,5,10,51
P050732,50,7,3,10,28
P050733,48,9,2,1,69
P050734,45,8,0,10,29
P050735,59,8,2,1,62
P050736,46,9,5,1,72
P050737,52,10,5,1,73
P050738,60,6,2,10,37
P050739,55,8,3,10,28
P050740,47,10,2,10,44
P050741,57,7,1,10,34
P050742,48,7,2,1,49
P050743,33,9,4,10,25
P050744,54,6,3,1,53
P050745,56,6,3,10,39
P050746,55,7,4,10,42
P050747,49,9,2,10,39
P050748,43,8,1,10,28
P050749,60,8,1,10,37
P050750,43,8,6,10,38
P050751,51,7,3,10,38
P050752,44,9,3,1,62
P050753,51,7,2,10,36
P050754,44,8,2,1,53
P050755,37,10,3,1,54
P050756,60,6,3,10,31
P050757,34,10,4,1,55
P050758,54,6,6,10,44
P050759,57,6,3,1,53
P050760,49,10,1,10,40
P050761,60,8,5,10,51
P050762,49,6,2,10,26
P050763,51,8,2,10,41
P050764,60,9,3,1,63
P050765,52,10,2,10,38
P050766,40,8,7,1,61
P050767,50,6,5,10,27
P050768,42,8,3,10,25
P050769,56,9,2,10,37
P050770,50,6,1,10,33
P050771,56,10,3,10,46
P050772,46,7,3,10,21
P050773,44,10,3,1,63
P050774,51,7,1,10,32
P050775,51,8,1,10,32
P050776,53,8,6,1,58
P050777,43,10,3,10,34
P050778,59,6,2,10,37
P050779,43,10,4,10,40
P050780,49,10,1,1,59
P050781,37,9,2,10,30
P050782,51,6,4,10,34
P050783,49,6,1,10,26
P050784,60,7,4,1,65
P050785,57,10,3,10,48
P050786,44,9,1,10,34
P050787,54,7,3,1,62
P050788,59,9,3,10,40
P050789,48,9,1,10,34
P050790,32,6,3,10,10
P050791,39,8,3,1,51
P050792,48,9,4,10,35
P050793,42,9,3,10,45
P050794,55,10,7,1,69
P050795,60,10,2,10,51
P050796,46,6,3,10,24
P050797,57,7,3,10,43
P050798,48,6,1,10,28
P050799,59,6,3,1,58
P050800,52,8,1,10,33
P050801,52,8,5,10,41
P050802,35,8,2,1,49
P050803,53,6,5,1,58
P050804,49,6,0,10,27
P050805,54,10,0,10,29
P050806,34,7,1,10,18
P050807,49,9,3,10,38
P050808,52,7,3,1,53
P050809,50,8,1,10,30
P050810,54,10,0,1,50
P050811,58,10,4,1,71
P050812,49,7,1,10,35
P050813,39,6,3,10,15
P050814,60,8,1,1,65
P050815,47,7,3,10,33
P050816,48,10,1,10,30
P050817,36,10,5,1,61
P050818,60,8,3,10,42
P050819,44,8,5,10,34
P050820,60,8,5,10,41
P050821,60,8,1,1,58
P050822,49,6,1,10,27
P050823,60,9,5,10,46
P050824,38,10,0,10,24
P050825,44,6,2,10,28
P050826,44,7,4,10,24
P050827,55,10,3,10,50
P050828,52,10,3,10,41
P050829,57,7,2,10,46
P050830,50,7,1,10,29
P050831,54,8,2,10,38
P050832,50,8,2,10,30
P050833,52,8,4,1,63
P050834,45,8,1,1,47
P050835,37,7,4,1,48
P050836,46,6,3,10,25
P050837,49,7,5,1,59
P050838,39,7,2,10,27
P050839,52,8,3,10,37
P050840,56,7,3,10,46
P050841,58,6,0,10,31
P050842,60,10,1,1,71
P050843,50,6,2,1,50
P050844,50,9,2,10,36
P050845,48,9,1,1,61
P050846,50,8,3,1,58
P050847,45,7,1,10,27
P050848,40,9,2,10,33
P050849,46,10,1,10,26
P050850,55,9,2,10,41
P050851,38,8,2,1,50
P050852,42,7,0,10,27
P050853,43,10,1,1,57
P050854,48,10,4,10,46
P050855,59,6,0,1,53
P050856,49,7,2,10,26
P050857,44,7,5,10,28
P050858,40,7,3,10,26
P050859,43,7,3,10,33
P050860,51,6,2,1,51
P050861,44,10,3,10,41
P050862,43,7,0,1,40
P050863,40,6,4,10,20
P050864,60,10,1,10,43
P050865,60,6,3,1,52
P050866,41,7,1,1,45
P050867,59,9,3,10,42
P050868,30,10,3,10,33
P050869,41,7,2,10,29
P050870,43,10,5,1,62
P050871,47,7,5,10,34
P050872,50,8,2,10,21
P050873,37,6,3,10,22
P050874,57,6,5,1,61
P050875,45,8,2,10,33
P050876,46,8,5,10,34
P050877,45,6,2,1,43
P050878,43,8,4,1,50
P050879,50,8,7,1,61
P050880,57,10,2,1,66
P050881,60,10,1,10,40
P050882,54,8,2,10,36
P050883,50,10,3,10,38
P050884,60,7,3,1,62
P050885,52,10,4,1,63
P050886,55,10,3,10,46
P050887,30,10,3,10,39
P050888,49,8,1,1,51
P050889,48,10,2,1,73
P050890,52,10,1,1,56
P050891,49,9,1,10,30
P050892,42,8,2,1,50
P050893,59,7,1,1,63
P050894,41,7,1,10,27
P050895,43,8,4,10,31
P050896,45,8,3,1,55
P050897,50,8,3,10,34
P050898,42,10,2,1,56
P050899,52,9,5,1,71
P050900,49,10,2,1,61
P050901,46,9,1,10,37
P050902,33,9,1,10,18
P050903,51,9,3,10,43
P050904,41,6,2,10,18
P050905,60,10,5,10,50
P050906,33,10,0,10,27
P050907,52,7,5,1,62
P050908,60,10,1,10,45
P050909,45,10,2,10,39
P050910,39,8,1,1,49
P050911,47,6,1,10,26
P050912,49,9,2,10,39
P050913,43,9,5,10,43
P050914,40,9,2,1,52
P050915,56,8,1,10,39
P050916,50,10,0,1,65
P050917,47,9,2,10,25
P050918,44,9,1,10,30
P050919,37,8,3,1,53
P050920,42,8,2,10,36
P050921,55,6,2,10,33
P050922,55,8,0,10,28
P050923,51,10,3,10,45
P050924,59,10,4,1,72
P050925,60,10,4,10,47
P050926,42,6,1,1,41
P050927,48,7,3,1,55
P050928,49,9,2,1,58
P050929,40,9,7,1,60
P050930,46,9,1,1,63
P050931,48,6,2,10,24
P050932,44,10,3,10,37
P050933,48,6,1,1,53
P050934,49,8,3,1,49
P050935,36,7,2,10,21
P050936,48,8,2,1,45
P050937,47,7,4,10,33
P050938,60,7,1,10,50
P050939,46,6,3,1,56
P050940,45,9,4,10,37
P050941,44,10,3,10,35
P050942,52,9,1,10,35
P050943,51,8,3,10,38
P050944,34,8,3,1,36
P050945,57,8,0,1,57
P050946,39,10,3,10,35
P050947,60,6,1,1,51
P050948,47,9,2,10,38
P050949,53,6,1,10,20
P050950,49,8,2,10,17
P050951,52,10,4,10,53
P050952,44,9,5,10,36
P050953,55,9,3,1,73
P050954,60,7,3,1,59
P050955,52,7,5,10,27
P050956,60,10,1,10,42
P050957,49,8,2,1,42
P050958,43,10,3,10,37
P050959,55,9,5,10,46
P050960,33,9,2,10,29
P050961,43,7,3,1,53
P050962,46,10,2,10,39
P050963,58,10,3,1,63
P050964,53,10,4,10,47
P050965,49,8,3,1,56
P050966,52,6,3,10,30
P050967,50,10,2,10,50
P050968,51,7,2,1,64
P050969,49,8,1,10,23
P050970,46,6,2,10,29
P050971,49,6,1,1,47
P050972,51,7,3,1,51
P050973,50,10,2,1,65
P050974,38,9,7,1,61
P050975,32,7,2,1,50
P050976,49,9,0,1,53
P050977,41,10,3,10,40
P050978,51,10,6,1,70
P050979,47,10,7,1,66
P050980,51,8,1,10,29
P050981,46,10,2,1,72
P050982,49,10,3,1,69
P050983,48,8,2,10,38
P050984,42,7,0,10,24
P050985,55,8,1,1,56
P050986,52,10,0,1,51
P050987,37,7,4,1,46
P050988,52,7,2,10,33
P050989,33,8,3,10,23
P050990,49,7,4,10,31
P050991,56,8,6,10,47
P050992,48,8,1,10,33
P050993,49,7,0,10,27
P050994,44,10,3,10,38
P050995,57,6,2,1,65
P050996,38,6,4,10,27
P050997,46,7,2,1,58
P050998,54,10,4,1,64
P050999,58,8,4,10,42
P051000,60,9,2,10,54
P051001,34,8,0,10,14
P051002,52,7,1,10,34
P051003,50,7,2,10,33
P051004,60,9,3,1,66
P051005,54,6,2,10,26
P051006,48,9,5,10,41
P051007,39,6,3,10,23
P051008,60,9,3,10,42
P051009,47,8,5,10,35
P051010,53,9,1,10,37
P051011,41,9,3,1,62
P051012,54,10,1,10,40
P051013,45,10,3,1,63
P051014,44,9,2,10,35
P051015,47,10,2,10,35
P051016,54,6,3,1,69
P051017,59,7,0,1,51
P051018,43,10,1,10,32
P051019,39,7,1,10,21
P051020,48,7,4,10,24
P051021,45,6,4,10,28
P051022,48,8,2,10,26
P051023,45,9,7,10,39
P051024,45,8,3,10,27
P051025,37,7,1,10,11
P051026,58,9,6,1,76
P051027,56,7,4,10,38
P051028,50,6,3,10,31
P051029,52,8,4,10,43
P051030,54,9,2,10,41
P051031,59,6,4,10,38
P051032,48,7,1,10,27
P051033,54,9,2,1,57
P051034,49,9,1,1,63
P051035,54,9,3,1,69
P051036,50,9,3,10,34
P051037,49,8,4,1,53
P051038,60,8,1,1,65
P051039,49,10,2,1,55
P051040,58,9,4,10,46
P051041,51,6,1,1,56
P051042,55,8,1,10,28
P051043,56,6,1,10,26
P051044,60,6,1,1,57
P051045,40,7,5,10,32
P051046,51,10,3,10,45
P051047,49,6,2,10,31
P051048,48,6,2,1,42
P051049,53,8,5,1,60
P051050,38,6,3,10,26
P051051,44,7,4,10,30
P051052,50,7,2,1,59
P051053,60,10,4,10,43
P051054,42,9,1,10,27
P051055,52,7,2,10,36
P051056,30,6,4,1,41
P051057,60,9,3,10,42
P051058,46,7,1,1,51
P051059,40,7,1,10,28
P051060,49,6,1,10,29
P051061,37,6,3,10,17
P051062,52,9,1,1,65
P051063,39,9,6,10,36
P051064,48,7,1,10,40
P051065,46,6,4,1,50
P051066,51,9,2,1,56
P051067,58,7,0,1,56
P051068,44,10,3,10,44
P051069,43,7,1,10,23
P051070,53,10,0,10,40
P051071,51,9,6,10,36
P051072,41,9,0,10,30
P051073,55,6,1,10,38
P051074,60,7,5,10,38
P051075,43,8,7,10,30
P051076,49,6,3,10,32
P051077,40,7,3,10,28
P051078,50,10,2,1,59
P051079,57,6,2,10,33
P051080,40,7,2,1,40
P051081,47,7,3,10,39
P051082,34,10,3,10,31
P051083,51,6,4,1,55
P051084,55,9,5,10,51
P051085,49,7,1,1,45
P051086,53,10,3,10,43
P051087,42,9,6,1,53
P051088,54,7,1,10,34
P051089,48,9,3,1,54
P051090,41,7,1,10,20
P051091,60,10,2,10,39
P051092,47,10,3,10,37
P051093,48,8,2,1,54
P051094,53,7,2,1,61
P051095,43,10,3,10,37
P051096,56,6,6,10,33
P051097,50,6,2,1,51
P051098,47,9,3,10,35
P051099,57,10,2,10,48
P051100,60,10,2,1,72
P051101,52,6,2,10,32
P051102,48,10,1,1,55
P051103,53,6,3,10,33
P051104,52,9,2,10,34
P051105,60,6,2,1,63
P051106,55,9,6,10,46
P051107,41,9,4,1,52
P051108,47,6,5,10,29
P051109,42,10,3,10,28
P051110,42,6,4,1,55
P051111,49,6,1,1,48
P051112,39,8,3,1,50
P051113,50,9,0,1,58
P051114,49,10,2,10,32
P051115,52,7,4,10,42
P051116,51,10,2,1,59
P051117,60,7,3,10,43
